ID,Category,Pos_b,Pos_e,Privacy
789,position,5,6,藏家
789,position,8,9,专家
789,position,37,38,专家
789,government,71,72,央行
789,company,65,66,建行
789,address,98,127,北京市海淀区双榆树西里36号南楼5层中国扶贫基金会紧急救援部
789,name,153,155,张欢迎
789,position,168,169,记者
789,movie,177,181,杯酒人生》
789,movie,184,190,《阳光小美女》
789,name,253,254,朱?
789,company,227,230,华远地产
789,company,242,247,北京城市公司
789,position,248,252,总经理助理
789,company,273,276,工商银行
789,company,278,281,农业银行
789,company,283,286,交通银行
789,company,291,293,沃尔玛
789,company,295,299,ibm中国
789,government,316,318,反抗军
789,government,328,331,德军部队
789,government,337,338,德军
789,name,340,342,刘忠维
