ID,Category,Pos_b,Pos_e,Privacy
1434,address,36,39,中国北京
1434,address,41,42,上海
1434,address,44,45,深圳
1434,address,47,48,成都
1434,company,33,34,荷银
1434,game,50,56,Army3）》
1434,government,77,78,陆军
1434,company,82,83,建行
1434,company,100,101,交行
1434,company,118,121,民生银行
1434,game,135,144,《魔兽世界：大灾变》
1434,company,184,185,夏普
1434,company,187,188,松下
1434,scene,148,150,北海道
1434,scene,145,146,仙台
1434,scene,193,196,喜洲古镇
1434,scene,229,230,古镇
1434,name,248,249,圣德
1434,position,250,251,太子
1434,position,283,285,留学生
1434,address,308,310,威尼斯
1434,name,303,304,透纳
1434,company,297,299,佳士得
1434,organization,325,327,卡利亚
1434,organization,341,344,那不勒斯
1434,organization,354,357,那不勒斯
1434,name,373,375,张汉宇
1434,company,380,383,建设银行
1434,company,403,404,建行
1434,position,371,372,记者
