ID,Category,Pos_b,Pos_e,Privacy
2114,organization,26,40,河南省收藏家协会茶艺专业委员会
2114,name,43,44,杨斌
2114,position,41,42,会长
2114,book,50,57,《仙剑奇侠传五》
2114,organization,77,79,联盟杯
2114,name,69,71,李汉强
2114,position,67,68,记者
2114,company,113,115,中科智
2114,address,155,156,纽约
2114,book,152,154,新华网
2114,name,167,169,乔继红
2114,position,165,166,记者
2114,game,196,198,rts
2114,game,209,220,《冒险游戏凯兰迪亚传奇》
2114,game,222,227,《黑暗王座》
2114,company,200,207,westwood
2114,company,237,243,招行信用卡中心
2114,movie,289,292,深夜食堂
2114,movie,282,285,深夜食堂
2114,name,279,281,梁家辉
2114,address,303,311,通州新城运河核心区
2114,address,319,327,北京经济技术开发区
2114,address,336,345,北京马坊保税物流基地
2114,scene,353,354,祇园
