ID,Category,Pos_b,Pos_e,Privacy
319,government,32,39,印度国防研发组织
319,address,50,51,长沙
319,company,48,49,7天
319,government,87,89,美海军
319,government,94,102,战争游戏研究实验室
319,address,127,132,北京的西四环
319,address,146,149,北京印象
319,address,137,139,定慧寺
319,position,105,107,主持人
319,government,161,162,央行
319,government,164,166,银监会
319,position,153,154,记者
319,game,199,202,dota
319,game,221,224,imba
319,game,258,263,《魔兽世界》
319,name,271,273,奥巴马
319,company,311,321,建设银行东四支行信贷部
319,government,349,353,海军陆战队
319,government,355,361,海军航空兵部队
319,government,365,368,海岸部队
