ID,Category,Pos_b,Pos_e,Privacy
223,movie,31,37,《唐山大地震》
223,name,10,12,孙健红
223,company,0,3,华谊兄弟
223,company,25,27,风行网
223,position,4,9,首席法律顾问
223,company,65,66,招行
223,company,74,75,招行
223,company,80,81,交行
223,company,61,62,交行
223,company,49,55,招行信用卡中心
223,organization,85,93,中国姓名文化研究会
223,name,96,98,王浩骅
223,position,94,95,会长
223,company,105,108,visa
223,game,139,146,《仙剑奇侠传五》
223,name,189,191,王广善
223,company,177,185,鲁能地产格拉斯小镇
223,position,186,188,总经理
223,company,216,219,工商银行
223,address,250,251,泰州
223,company,242,248,长江城市信用社
223,government,284,285,日军
