ID,Category,Pos_b,Pos_e,Privacy
2379,organization,22,23,意甲
2379,government,63,69,湖北省人民政府
2379,book,78,83,《中医药堂》
2379,company,54,61,中国邮政集团公司
2379,movie,112,116,哈利·波特
2379,scene,95,103,美国奥兰多环球影城
2379,address,162,163,欧洲
2379,government,152,153,德军
2379,organization,172,176,北爱尔兰队
2379,organization,205,209,北爱尔兰队
2379,organization,179,181,捷克队
2379,movie,237,242,《蜘蛛侠3》
2379,organization,279,282,中央陆军
2379,organization,294,297,中央陆军
2379,organization,291,292,联赛
2379,name,316,317,全伟
2379,position,313,315,主持人
2379,government,346,349,静安法院
2379,company,355,356,成钢
