ID,Category,Pos_b,Pos_e,Privacy
85,name,13,15,姜丹丹
85,company,2,8,龙湖·蔚澜香醍
85,position,9,12,营销经理
85,address,26,29,松江泗泾
85,book,41,62,《周康航配套商品房基地拓展区控制性详细规划》
85,company,18,21,城投控股
85,position,38,39,记者
85,organization,98,100,桑德兰
85,position,70,72,主教练
85,position,81,82,教练
85,organization,118,119,罗马
85,organization,124,127,瓦伦西亚
85,name,111,112,凯利
85,address,138,162,上海市黄浦区九江路518号（南京路步行街世纪广场）
85,game,185,190,《星际争霸》
85,company,173,175,OGN
85,book,211,224,《GameInformer》
85,name,248,250,石安楠
85,company,239,240,花旗
85,position,243,247,执行副行长
85,position,298,300,设计师
85,position,302,303,厨师
85,government,336,342,郑州市委组织部
85,name,349,350,逯军
85,company,391,393,ssp
85,government,443,444,央行
85,game,476,481,《死亡空间》
85,book,508,513,《天龙八部》
85,book,518,523,《天龙八部》
85,name,528,529,金庸
85,organization,556,558,雷吉纳
85,organization,575,577,雷吉纳
85,organization,566,569,亚特兰大
85,address,595,596,郑州
85,address,631,637,中原路103号
85,position,670,671,专家
85,game,707,710,《战神》
85,government,716,727,中国福利彩票发行管理中心
85,position,711,712,记者
85,address,754,759,墨尔本大洋路
85,address,788,790,大洋路
85,movie,768,771,《红猪》
85,name,765,767,宫崎骏
85,company,813,814,汇佳
