ID,Category,Pos_b,Pos_e,Privacy
782,name,12,14,蒋伟森
782,company,0,8,交通银行信用卡中心
782,position,9,11,ceo
782,name,80,83,哈罗德•
782,company,41,62,盖蒂信托（j.paulgettytrust）
782,position,74,78,首席执行官
782,address,91,105,上海市虹口区甜爱支路23号2楼
782,address,121,129,洛杉矶国际会议中心
782,game,159,166,《命令与征服4》
782,company,151,152,EA
782,address,176,178,珍珠港
782,government,182,183,海军
782,name,187,195,TomConlin
782,name,197,199,Tom
782,position,185,186,战士
782,book,200,203,大众软件
782,address,231,239,“赫尔曼德河山谷”
782,government,244,247,特种部队
782,position,252,254,谈博客
782,address,287,294,索维娅国际艺术村
782,address,314,318,央视新台址
782,company,308,311,人保财险
782,government,329,332,美国防部
782,name,336,341,杰夫•莫雷尔
782,position,333,335,发言人
782,book,382,386,(OXM)
782,book,409,415,电脑游戏攻略》
782,address,453,454,香港
782,movie,429,434,《荒村客栈》
782,company,438,441,英皇公司
