ID,Category,Pos_b,Pos_e,Privacy
2210,government,3,8,住房保障部门
2210,address,48,53,龚龚云集超市
2210,game,69,72,dota
2210,government,100,109,新加坡媒体发展管理局
2210,name,115,117,谢德谦
2210,position,110,114,首席执行官
2210,position,118,119,博士
2210,game,149,157,《极品飞车：变速》
2210,company,167,184,SlightlyMadStudios
2210,movie,218,220,享乐者
2210,movie,222,224,付出者
2210,name,186,210,德·贝兰库尔（julesdebalincourt）
2210,government,243,245,财政部
2210,government,239,241,发改委
2210,book,250,269,《2009～2011年廉租住房保障规划》
2210,position,271,272,记者
2210,position,283,287,有关负责人
