ID,Category,Pos_b,Pos_e,Privacy
1313,company,16,19,渣打银行
1313,company,44,47,花旗银行
1313,government,80,83,杭州建委
1313,company,101,104,博彩公司
1313,company,106,109,威廉希尔
1313,organization,148,151,中央美院
1313,organization,155,158,中央美院
1313,organization,167,169,奥组委
1313,name,161,163,龚继遂
1313,position,152,153,院长
1313,position,159,160,教授
1313,position,170,174,景观设计师
1313,book,201,204,《池塘》
1313,name,196,198,吴冠中
1313,organization,221,224,亚特兰大
1313,organization,235,237,雷吉纳
1313,address,267,268,澳门
1313,scene,277,279,妈阁庙
1313,address,308,309,香港
1313,company,304,307,星展银行
1313,company,328,331,宝华工贸
1313,position,338,339,记者
1313,address,347,359,俄伏尔加河沿岸-乌拉尔军区
1313,address,361,366,西伯利亚军区
1313,organization,394,398,联盟杯足彩
1313,name,387,389,李汉强
1313,position,385,386,记者
1313,address,442,447,坎特伯雷地区
1313,scene,461,467,南阿尔卑斯山脉
1313,scene,472,474,太平洋
1313,organization,477,487,中国运载火箭技术研究院
1313,organization,537,545,江西省体育彩票中心
1313,name,524,525,张捷
1313,name,527,529,郭建设
1313,address,567,569,沙努尔
1313,government,613,622,centrelink
1313,government,643,645,税务局
