ID,Category,Pos_b,Pos_e,Privacy
996,address,5,8,安特卫普
996,address,22,23,欧洲
996,name,10,16,查理士大帝5世
996,name,18,20,鲁本斯
996,book,65,68,浮华逝梦
996,name,69,70,肖艾
996,company,55,56,百度
996,government,106,114,国家广电总局电影局
996,name,86,87,谢晋
996,name,117,118,童刚
996,name,127,128,江平
996,company,120,123,中影集团
996,position,115,116,局长
996,position,124,126,副总裁
996,organization,152,153,巴萨
996,name,160,161,梅西
996,name,163,165,埃托奥
996,name,167,168,亨利
996,address,177,180,长安街道
996,name,183,184,莲花
996,name,188,189,莲花
996,name,195,196,娄桑
996,name,200,201,娄桑
996,game,212,217,《风暴骤起》
996,government,232,234,最高法
996,address,252,256,丽泽商务区
