ID,Category,Pos_b,Pos_e,Privacy
347,address,21,24,佐仓步道
347,company,38,45,农业银行青山支行
347,position,55,56,记者
347,position,58,59,学生
347,movie,91,100,《姨妈的后现代生活》
347,movie,113,119,《涂鸦的婚事》
347,name,86,88,许鞍华
347,address,140,141,深圳
347,name,134,135,郭菲
347,company,156,157,招行
347,company,174,175,招行
347,name,195,197,齐白石
347,government,238,240,教育部
347,organization,251,256,语言培训中心
347,organization,244,248,比利时高校
347,company,281,282,招行
347,company,298,299,交行
347,government,341,346,韩国官方政府
347,organization,315,322,韩国电子竞技协会
347,organization,324,328,KeSPA
347,organization,334,338,KeSPA
347,government,351,356,中国人民银行
347,book,357,369,《信用卡业务管理暂行办法》
