ID,Category,Pos_b,Pos_e,Privacy
1120,address,8,14,银兴网吧晨曦店
1120,address,33,34,福州
1120,address,36,39,乌鲁木齐
1120,address,41,42,深圳
1120,address,44,45,北京
1120,address,47,48,济南
1120,government,22,31,福建省公安厅经侦总队
1120,organization,74,76,切尔西
1120,name,71,72,姜山
1120,address,128,129,天津
1120,organization,106,110,天津电视台
1120,name,101,102,哈文
1120,name,119,120,李咏
1120,name,142,143,李咏
1120,scene,145,180,夏威夷火山国家公园hawaiivolcanoesnationalpark
1120,address,189,190,吉林
1120,company,192,197,玉米加工企业
1120,position,203,204,记者
1120,scene,249,253,迷你小农场
1120,scene,259,261,狮子园
1120,address,268,274,厄普顿公园球场
1120,organization,303,306,庞贝军团
1120,name,263,265,约翰森
1120,name,289,294,索尔-坎贝尔
