ID,Category,Pos_b,Pos_e,Privacy
891,address,0,18,西单图书大厦北京市西城区西长安街17号
891,organization,19,20,热刺
891,organization,56,57,纽卡
891,position,21,22,新帅
891,position,41,43,总经理
891,position,45,47,主教练
891,address,66,67,香港
891,movie,75,81,《夺宝奇兵4》
891,government,92,96,江西保监局
891,organization,99,105,省保险行业协会
891,government,126,136,湖北省社科院长江经济所
891,name,137,139,秦尊文
891,position,140,141,所长
891,government,164,165,央行
891,address,200,202,宜春市
891,government,216,221,宜春市邮政局
891,company,223,228,邮政储蓄银行
891,address,242,251,坝光精细化工产业园区
