ID,Category,Pos_b,Pos_e,Privacy
1920,book,27,33,《不停的陀螺》
1920,name,6,8,崔新魁
1920,position,9,11,CEO
1920,organization,41,43,曼联队
1920,organization,46,49,桑德兰队
1920,organization,53,56,英超联赛
1920,scene,93,94,邙山
1920,book,100,104,神雕侠侣》
1920,book,106,110,《鹿鼎记》
1920,name,137,138,金庸
1920,company,172,173,CW
1920,organization,192,193,意甲
1920,organization,195,196,切沃
1920,address,256,258,西直门
1920,position,244,245,专家
1920,movie,288,295,《加勒比海盗1》
1920,game,304,313,卡米洛特的黑暗时代》
1920,game,324,330,《永恒的任务》
1920,game,331,341,(EverQuest)
1920,company,321,322,索尼
1920,name,380,383,英黛安娜
1920,company,350,352,佳士得
1920,position,353,356,古典大师
1920,address,411,412,伊朗
1920,government,394,398,伊朗外交部
1920,name,402,408,梅赫曼帕拉斯特
1920,position,399,401,发言人
