ID,Category,Pos_b,Pos_e,Privacy
1055,organization,16,21,奥林匹亚科斯
1055,organization,28,30,本菲卡
1055,organization,34,38,加拉塔萨雷
1055,organization,3,5,联盟杯
1055,name,42,43,图兰
1055,name,45,48,arda
1055,position,40,41,中场
1055,address,62,64,金融街
1055,address,73,77,丽泽商务区
1055,book,117,126,《国家地理旅游杂志》
1055,company,178,183,上海浦发银行
1055,game,197,199,星际2
1055,movie,208,217,“逃离City17”
1055,name,234,241,Purchase
1055,address,265,266,高雄
1055,address,270,271,垦丁
1055,game,300,316,《汽车驾驶员》(Wheelman)
1055,address,319,320,香港
1055,address,332,335,崇光百货
1055,government,401,404,省保监局
1055,name,407,408,张兴
1055,position,405,406,局长
