ID,Category,Pos_b,Pos_e,Privacy
95,name,6,8,曹鹏飞
95,name,38,40,曹鹏飞
95,name,49,50,谢晋
95,name,132,134,齐白石
95,game,147,152,“虎式精英”
95,game,172,173,英军
95,address,138,140,法莱斯
95,address,167,170,波卡基村
95,game,184,185,CS
95,game,195,196,CS
95,organization,218,220,切尔西
95,organization,223,224,曼城
95,name,207,208,安然
95,government,236,240,意大利政府
95,name,261,262,盖蒂
95,scene,245,249,盖蒂博物馆
95,book,312,317,《三国演义》
95,name,289,290,刘备
95,name,298,300,薄一波
95,name,304,306,毛泽东
95,game,329,338,魔兽开始(1.18)
95,position,361,362,选手
