ID,Category,Pos_b,Pos_e,Privacy
1615,government,19,23,美国大使馆
1615,name,0,1,张杨
1615,position,25,28,高级官员
1615,movie,63,68,《冰河世纪》
1615,company,57,61,福克斯公司
1615,address,76,78,台儿庄
1615,government,69,70,日军
1615,name,97,99,孙连仲
1615,name,104,106,李宗仁
1615,name,114,115,熊焱
1615,company,125,126,农行
1615,company,129,132,光大银行
1615,position,112,113,记者
1615,position,117,118,记者
1615,organization,156,157,拜仁
1615,game,196,199,war3
1615,government,248,255,威斯敏斯特参议会
1615,scene,242,244,美术馆
1615,government,302,307,佛山市银监局
1615,position,309,310,主任
