ID,Category,Pos_b,Pos_e,Privacy
1037,game,0,3,DOTA
1037,organization,6,8,ECL
1037,name,74,75,吴彬
1037,name,77,78,曾巩
1037,position,42,45,古代大师
1037,game,81,84,dota
1037,game,123,130,《德军总部3D》
1037,game,109,121,Wolfenstein3D
1037,movie,163,169,《清明上河图》
1037,organization,149,153,上海世博会
1037,address,189,192,罗马尼亚
1037,organization,183,186,切尔西队
1037,name,199,201,兰帕德
1037,name,203,204,特里
1037,name,224,225,卡鲁
1037,game,261,264,War3
1037,name,231,237,Lucifer
1037,game,269,273,《汉之云》
1037,position,274,277,产品经理
1037,movie,309,314,《料理鼠王》
