ID,Category,Pos_b,Pos_e,Privacy
439,organization,9,11,利物浦
439,organization,16,17,巴萨
439,government,36,42,国家发展改革委
439,government,44,46,财政部
439,government,48,50,农业部
439,government,52,56,国家粮食局
439,name,32,34,赵晓慧
439,company,22,24,长城网
439,company,82,83,工行
439,company,94,97,工行支行
439,organization,103,104,拉科
439,organization,115,119,阿尔梅利亚
439,organization,135,136,西甲
439,game,156,160,《红楼梦》
439,book,165,171,高冷慕少请弯腰
439,name,174,177,南宫浅浅
439,address,204,209,索维娅艺术村
439,organization,188,195,瑞典ss色彩中心
439,name,214,216,许俊杰
439,name,227,228,徐权
439,company,220,223,恒盛地产
439,position,210,213,艺术总监
439,position,224,226,副总裁
439,address,233,234,香港
439,company,253,258,香港招行分行
