ID,Category,Pos_b,Pos_e,Privacy
2424,address,13,19,丽泽金融商务区
2424,position,7,8,专家
2424,address,45,46,北京
2424,address,68,69,北京
2424,government,84,85,央行
2424,position,60,61,记者
2424,game,115,119,DOTA2
2424,game,126,129,DOTA
2424,company,99,103,Valve
2424,scene,145,148,苏州园林
2424,address,183,197,荣田路位于大工业区中心区的南部
2424,address,199,204,北起丹梓东路
2424,address,206,215,南至规划涉及的临惠路
2424,game,227,230,《怒潮》
2424,address,282,286,祥云湾工地
2424,company,314,317,新浪乐居
2424,company,340,343,新浪乐居
2424,company,320,326,btv财经频道
2424,position,305,307,主持人
2424,name,376,378,曹鹏飞
2424,position,355,356,司机
2424,organization,397,400,凯尔特人
2424,organization,401,402,欧冠
2424,organization,438,439,巴萨
