ID,Category,Pos_b,Pos_e,Privacy
2385,government,0,4,日本防卫省
2385,book,60,68,《请在哔声后留言》
2385,name,44,45,徐良
2385,name,99,101,郭志豪
2385,company,84,87,新浪彩票
2385,company,89,94,澳门彩票公司
2385,position,95,98,行政总裁
2385,name,114,141,古德穆德森（bjorgolfurgudmundsson）
2385,company,144,153,landsbanki
2385,position,112,113,老板
2385,address,154,157,五角大楼
2385,government,166,167,美军
2385,organization,219,221,拉齐奥
2385,organization,224,226,热那亚
2385,organization,244,245,罗马
2385,address,269,270,北京
2385,company,280,286,中弘。北京像素
2385,position,254,256,主持人
2385,company,298,308,深圳市福利彩票发行中心
2385,position,295,296,记者
