ID,Category,Pos_b,Pos_e,Privacy
1826,game,18,23,《生存之旅》
1826,movie,40,47,《爱情左灯右行》
1826,name,51,52,陆毅
1826,address,79,82,渝中半岛
1826,address,100,102,渝中区
1826,scene,60,63,鹅岭二厂
1826,scene,69,72,鹅岭公园
1826,scene,93,95,瞰胜楼
1826,company,134,136,中储粮
1826,position,141,142,记者
1826,address,147,148,深圳
1826,name,158,159,彭勇
1826,name,176,177,唐僧
1826,company,144,146,新华网
1826,position,156,157,记者
1826,address,193,194,罗马
1826,organization,182,183,罗马
1826,organization,212,213,罗马
1826,organization,186,188,切尔西
1826,name,203,205,皮萨罗
