ID,Category,Pos_b,Pos_e,Privacy
1020,name,34,36,邵大亨
1020,position,23,24,大师
1020,position,5,6,名家
1020,organization,50,54,加拉塔萨雷
1020,organization,59,60,瓦伦
1020,name,42,44,关小刀
1020,movie,65,69,《女招待》
1020,movie,71,78,waitress
1020,name,80,86,艾德里安·雪莉
1020,name,98,99,凯莉
1020,scene,109,111,亚龙湾
1020,book,145,152,《每日经济新闻》
1020,company,159,160,招行
1020,company,162,167,建行上海分行
1020,position,168,170,信贷员
1020,government,192,195,美国空军
1020,name,209,211,希尔顿
1020,position,212,213,将军
1020,government,240,243,监管机构
1020,government,249,255,阿尔及利亚能源
1020,name,261,267,沙基卜·哈利勒
1020,position,257,260,矿业部长
1020,government,281,282,央行
1020,address,326,331,南市区子君村
1020,address,350,354,北市区蒜村
1020,government,320,323,市发改委
1020,address,362,363,蒜村
1020,company,382,387,工行深圳地区
1020,name,439,440,梁炜
1020,name,456,460,julia
1020,company,427,434,伟业顾问北京公司
1020,position,435,438,副总经理
1020,position,451,455,巡展负责人
1020,position,464,467,war3
