ID,Category,Pos_b,Pos_e,Privacy
1741,game,2,5,DOTA
1741,name,60,62,冯永辉
1741,company,49,55,中国生猪预警网
1741,position,56,59,首席顾问
1741,organization,82,84,泽尼特
1741,organization,87,90,尤文图斯
1741,position,137,138,记者
1741,position,149,150,学生
1741,company,168,172,某外资银行
1741,position,173,174,行长
1741,position,177,178,记者
1741,organization,212,213,马彩
1741,name,203,205,刘中山
1741,position,226,227,骑师
1741,address,243,244,宜兴
1741,organization,259,264,南京师范大学
1741,name,239,241,范保文
1741,position,250,251,画家
1741,position,273,275,教育家
1741,name,290,291,刘东
1741,company,282,285,庞博国际
1741,position,286,289,执行董事
1741,government,312,315,法国海军
1741,government,317,318,空军
1741,company,299,308,法国达索飞机制造公司
1741,organization,327,328,尤文
1741,organization,333,335,巴勒莫
1741,organization,404,406,马洛卡
1741,address,442,447,长沙星域网吧
1741,organization,421,428,pcga2009
1741,government,453,464,国家发展改革委财政金融司
1741,name,468,470,曹文炼
1741,position,465,467,副司长
1741,address,509,513,山西省代县
1741,organization,523,531,中国人民大学社会学
1741,name,515,517,张菊枝
1741,position,532,534,研究生
