ID,Category,Pos_b,Pos_e,Privacy
243,address,3,4,北京
243,book,23,28,《新闻纵横》
243,name,15,16,张晶
243,company,0,2,中广网
243,position,13,14,记者
243,game,51,60,《反恐精英：半条命》
243,game,61,70,(HalfLife)
243,game,75,81,《死亡空间2》
243,name,87,92,伊萨克克拉克
243,position,84,86,工程师
243,organization,119,126,郑州市城市规划局
243,name,130,131,逯军
243,position,127,129,副局长
243,position,137,138,记者
243,scene,160,164,苏打水温泉
243,scene,167,183,“爱之山”mounttearoha
243,government,205,213,美国空军研究实验室
243,government,215,223,防御远景研究规划局
243,address,271,282,潮白河畔的夏威夷水岸1号
243,game,295,298,DOTA
