ID,Category,Pos_b,Pos_e,Privacy
1922,organization,29,31,斯托克
1922,position,13,14,庄家
1922,game,47,52,《星际争霸》
1922,game,53,62,《暗黑破坏神典藏版》
1922,company,39,40,暴雪
1922,organization,72,74,贝蒂斯
1922,organization,77,80,西班牙人
1922,organization,83,85,奥尔堡
1922,organization,88,91,凯尔特人
1922,address,97,101,太平洋中心
1922,scene,92,94,塞班岛
1922,scene,119,123,七色海岸线
1922,scene,128,130,军舰岛
1922,organization,139,140,曼联
1922,organization,141,142,皇马
1922,organization,145,148,佛罗伦萨
1922,name,189,191,焦善伟
1922,company,180,183,中华粮网
1922,position,184,188,高级研究员
1922,scene,210,213,美人鱼岛
1922,scene,215,217,环滩岛
1922,scene,226,227,东姑
1922,scene,229,231,蓝环岛
1922,organization,248,250,不来梅
1922,organization,276,278,法兰克
