ID,Category,Pos_b,Pos_e,Privacy
626,organization,17,18,米兰
626,organization,36,37,国米
626,book,23,29,《米兰体育报》
626,name,5,8,穆里尼奥
626,company,52,55,中国银行
626,company,57,60,招商银行
626,company,62,65,浦发银行
626,company,67,70,北京银行
626,company,72,75,南京银行
626,name,105,107,于晓强
626,company,82,94,博洛尼旗舰装饰装修工程公司
626,position,100,104,专家设计师
626,position,108,109,老师
626,company,116,125,上海永嘉投资管理公司
626,position,128,132,催账负责人
626,position,135,136,记者
626,name,161,163,沈一宝
626,company,148,156,首尔产业通产振兴院
626,position,157,160,代表理事
626,organization,183,186,卡利亚里
626,organization,217,218,意甲
626,company,206,207,立博
