ID,Category,Pos_b,Pos_e,Privacy
367,game,4,7,Dota
367,game,30,33,Dota
367,book,43,46,大众电影
367,organization,86,93,郑州网吧行业协会
367,name,96,98,娄保民
367,position,94,95,会长
367,game,139,145,《巫妖王之怒》
367,company,129,132,第九城市
367,position,124,126,分析师
367,address,180,183,北京房山
367,company,151,163,北京华嬉数字文化产业功能区
367,company,165,177,国际青少年环保艺术培训基地
367,address,187,188,三亚
367,scene,200,202,亚龙湾
367,government,256,259,中央财政
367,address,301,308,赫塔费罗尼亚地区
367,organization,282,285,冠军联赛
367,organization,294,297,西班牙人
367,organization,322,325,BBFC
