ID,Category,Pos_b,Pos_e,Privacy
716,address,4,29,上海市徐汇区漕宝路88号上海光大会展中心西馆三楼展厅
716,address,45,47,张坝村
716,name,73,74,曹雄
716,address,88,89,广州
716,government,116,121,广州市国土部
716,organization,126,136,中国体彩新长城助学基金
716,position,181,182,老板
716,position,185,186,记者
716,position,201,202,法官
716,game,267,271,《劲舞团》
716,book,232,233,T3
716,game,297,298,魔兽
716,organization,278,289,中国电子竞技运动发展中心
716,game,306,307,CS
716,government,319,322,公安机关
716,name,343,344,章凌
716,game,379,388,《异形VS铁血战士》
716,game,390,397,Aliensvs
716,company,357,360,世嘉公司
716,name,402,404,夏林杰
716,name,405,407,严钧花
716,position,399,400,作者
716,name,428,430,徐悲鸿
716,name,445,447,徐悲鸿
716,scene,411,418,南京徐悲鸿纪念馆
716,game,469,471,黄文波
716,address,477,479,广州市
716,government,456,463,广州市国土房管局
716,scene,516,518,紫禁城
716,name,546,547,全伟
716,position,543,545,主持人
716,position,578,579,专家
716,company,604,607,人保财险
716,position,587,588,记者
716,address,627,628,宿务
716,address,630,631,薄荷
716,address,644,648,塔比拉兰镇
716,scene,653,655,薄荷岛
716,game,686,689,war3
716,address,716,727,八达岭高速与北清路交界处
716,address,733,735,市中心
