ID,Category,Pos_b,Pos_e,Privacy
1399,organization,3,7,加拉塔萨雷
1399,organization,10,14,梅塔利斯特
1399,address,47,48,西藏
1399,game,91,96,《封神榜2》
1399,game,98,103,《剑侠世界》
1399,company,67,68,金山
1399,address,124,127,歙县二区
1399,address,106,109,歙县二区
1399,government,146,149,市住建委
1399,name,153,154,冀岩
1399,position,150,152,副主任
1399,position,196,198,建筑师
1399,movie,258,266,《爱丽丝梦游仙境》
1399,name,241,245,蒂姆·伯顿
1399,position,239,240,导演
1399,address,278,279,海南
1399,book,292,297,《海里岸上》
1399,name,289,290,林森
1399,position,285,288,青年作者
