ID,Category,Pos_b,Pos_e,Privacy
435,game,11,13,星际2
435,game,26,28,魔兽3
435,address,41,53,北京东方君悦大酒店大宴会厅
435,government,62,69,国家新闻出版总署
435,company,55,58,SEGA
435,government,73,75,商务部
435,government,84,87,地方政府
435,government,150,151,警方
435,name,131,132,李华
435,company,119,128,成都泰和泰律师事务所
435,position,129,130,律师
435,movie,185,188,《蝎子》
435,name,175,177,马伟豪
435,name,205,208,水野美纪
435,name,210,212,郭品超
435,company,193,200,同道制作有限公司
435,government,215,217,街道办
435,name,247,249,涂玉川
435,position,241,246,长丰社区主任
435,address,264,266,北海道
435,address,278,280,白老町
435,address,289,295,温泉度假村胜地
435,address,296,298,洞爷湖
