ID,Category,Pos_b,Pos_e,Privacy
1842,company,0,1,汇丰
1842,company,3,4,花旗
1842,company,6,7,东亚
1842,company,30,33,汇丰中国
1842,position,37,38,记者
1842,scene,43,45,望鸿台
1842,scene,49,51,鸿恩阁
1842,address,80,81,蒜村
1842,name,110,112,张智伟
1842,address,163,164,广州
1842,position,122,123,记者
1842,movie,188,193,《电竞世界》
1842,company,168,170,GTV
1842,name,210,211,朱琦
1842,company,205,206,招行
1842,company,217,218,永隆
1842,position,207,209,副行长
1842,position,219,220,行长
1842,name,226,228,张胜男
1842,position,224,225,记者
1842,game,231,235,魔兽争霸3
1842,game,240,244,《半条命》
1842,movie,267,276,《在恶魔知道你死前》
1842,movie,278,291,beforethedevil
1842,name,247,253,西德尼·鲁迈特
1842,address,294,297,长阳大街
1842,address,301,303,纬五路
