ID,Category,Pos_b,Pos_e,Privacy
140,address,8,9,厦金
140,address,19,20,岷江
140,company,48,53,新浪彩票频道
140,position,57,60,彩票编辑
140,scene,69,71,恐龙湾
140,scene,72,81,hanaumabay
140,organization,112,117,巴黎圣日耳曼
140,organization,120,122,桑坦德
140,game,152,157,《GT赛车》
140,name,131,140,JohnKoller
140,company,123,126,SCEA
140,position,127,130,市场总监
140,address,158,159,澳门
140,scene,160,163,巴黎铁塔
140,scene,167,173,巴黎埃菲尔铁塔
140,company,226,234,工商银行德雅路支行
140,movie,285,289,《隐形人》
140,organization,273,275,好莱坞
140,name,248,251,斯图尔特
140,government,320,326,中国埃及大使馆
140,movie,339,342,追梦者》
140,name,362,364,鞠文娴
140,game,381,385,魔兽争霸3
140,government,445,451,灵山沙坪派出所
140,movie,479,484,《五号战星》
140,movie,486,491,《圣女魔咒》
140,name,459,463,彼得伍德沃
140,name,465,477,PeterWoodward
140,name,494,501,葛拉汉麦克塔维许
140,address,503,507,万科幸福汇
140,address,510,521,大窦路旁，近邻城铁燕房线
