ID,Category,Pos_b,Pos_e,Privacy
2155,movie,0,3,旅行者》
2155,movie,26,32,《伪钞制造者》
2155,name,72,74,左创宏
2155,company,52,53,招行
2155,company,85,88,招商银行
2155,company,92,95,紫金矿业
2155,position,69,71,总经理
2155,position,77,78,记者
2155,name,104,106,杨国华
2155,company,97,100,宏源证券
2155,position,101,103,研究员
2155,movie,145,152,《纳尼亚传奇2》
2155,address,181,182,东京
2155,address,207,209,吉布提
2155,government,195,198,日本政府
2155,name,192,193,刘赞
2155,company,178,180,新华网
2155,position,190,191,记者
2155,book,232,238,《书剑恩仇录》
2155,government,283,285,中情局
2155,name,269,270,梅森
2155,government,310,311,央行
2155,government,320,328,个人和企业征信中心
2155,book,332,341,《百姓征信知识问答》
2155,position,306,307,记者
2155,scene,378,385,愚公移山LIVE
2155,organization,386,396,美国弗吉尼亚大学建筑系
2155,name,399,400,黄运
2155,position,397,398,教授
2155,scene,434,441,白鹿原民俗文化村
2155,company,473,476,瑞银证券
