ID,Category,Pos_b,Pos_e,Privacy
2402,address,5,11,北京西部政务区
2402,scene,0,2,缘溪堂
2402,scene,47,49,白马寺
2402,address,79,80,欧洲
2402,organization,103,107,加拉塔萨雷
2402,name,110,112,斯基贝
2402,government,165,172,人民银行深圳分行
2402,company,128,140,中信银行深圳分行信用卡中心
2402,position,147,148,记者
2402,address,185,189,京都地铁站
2402,scene,214,217,西本愿寺
2402,name,230,235,托尼·普利斯
2402,name,237,245,tonypulis
2402,position,227,229,主教练
2402,position,252,253,教练
2402,organization,261,262,拜仁
2402,organization,266,268,沙尔克
2402,organization,287,289,富勒姆
2402,organization,291,293,汉诺威
