ID,Category,Pos_b,Pos_e,Privacy
1567,government,22,26,中国银监会
1567,book,29,44,《商业银行并购贷款风险管理指引》
1567,company,58,59,百度
1567,company,53,57,baidu
1567,government,95,103,美国反垄断监管机构
1567,name,116,117,唐风
1567,movie,150,156,《非诚勿扰2》
1567,name,126,127,张博
1567,name,130,131,大郅
1567,name,138,139,马克
1567,position,135,137,体能师
1567,government,171,172,美军
1567,organization,198,199,维冈
1567,organization,202,203,拜仁
1567,company,193,196,威廉希尔
1567,game,226,228,魔兽3
1567,organization,210,212,CPL
1567,position,221,222,明星
1567,organization,234,239,云达不来梅队
1567,organization,264,269,云达不来梅队
1567,organization,242,246,法兰克福队
1567,organization,250,251,德甲
1567,company,284,287,兴业银行
1567,position,296,297,记者
1567,game,344,359,《S.T.A.L.K.E.R.》
1567,government,381,385,美国商务部
1567,organization,416,419,柏林赫塔
1567,organization,422,426,加拉塔萨雷
1567,government,428,446,中国人民解放军军事科学院世界军事研究部
1567,name,457,459,赵小卓
1567,position,447,450,副研究员
1567,position,452,456,军事学博士
1567,movie,461,466,《危险关系》
1567,movie,473,476,《外出》
1567,movie,478,483,《好雨时节》
1567,name,487,489,许秦豪
1567,name,504,506,许秦豪
1567,company,468,471,中博传媒
1567,position,501,502,导演
1567,scene,511,520,summerland
1567,scene,523,527,雷尼尔雪山
1567,scene,537,549,游客中心sunrise日出
1567,book,567,576,《班级团体辅导手册》
1567,position,557,559,班主任
1567,position,561,566,心理辅导老师
1567,game,589,593,星际争霸2
1567,organization,582,588,WCG2011
