ID,Category,Pos_b,Pos_e,Privacy
1757,organization,0,3,布莱克本
1757,organization,5,7,利物浦
1757,address,39,43,恒盛波尔多
1757,address,61,68,索维娅国际艺术村
1757,scene,82,87,妈妈拍丝瓜岛
1757,company,109,112,visa
1757,scene,169,172,海渔广场
1757,game,181,185,《星际2》
1757,game,208,214,《星际争霸2》
1757,name,191,203,DustinBrowder
1757,position,186,190,首席设计师
1757,organization,215,216,汉堡
1757,organization,218,221,斯图加特
1757,organization,239,241,联盟杯
1757,organization,228,229,欧冠
1757,game,280,288,《古墓丽影：传奇》
1757,address,310,313,金贸中心
1757,name,289,291,柯焕章
1757,address,355,357,英格兰
1757,name,374,379,皮特·考蒂斯
1757,game,386,390,《星际2》
1757,organization,403,406,雷蛇战队
1757,name,396,400,Linda
1757,company,407,410,中国银联
1757,company,416,420,香港旅游局
1757,company,427,430,农业银行
1757,company,432,437,深圳发展银行
1757,company,439,442,建设银行
1757,book,452,466,《嘉人marieclaire》
