ID,Category,Pos_b,Pos_e,Privacy
1511,address,7,8,开罗
1511,government,28,32,埃及文化部
1511,name,36,39,穆赫辛·
1511,position,33,35,副部长
1511,scene,42,45,乐成中心
1511,book,119,122,万界仙踪
1511,position,117,118,作者
1511,organization,144,146,中房协
1511,address,182,193,北京市海淀区学院路30号
1511,address,224,226,三环路
1511,address,220,222,长安街
1511,address,199,207,海淀区玉渊潭南路北
1511,address,209,215,中华世纪坛西侧
1511,scene,194,196,缘溪堂
1511,scene,233,237,玉渊潭公园
1511,address,239,265,中关村图书大厦北京市海淀区北四环西路68号左岸公社1层
1511,game,282,285,WAR3
1511,position,286,287,选手
