ID,Category,Pos_b,Pos_e,Privacy
705,game,7,13,《魔兽争霸3》
705,organization,59,61,富勒姆
705,organization,74,76,尼美根
705,book,96,104,《回到明朝当王爷》
705,name,85,86,月关
705,government,138,142,中央电视台
705,government,167,170,英国政府
705,movie,188,191,哈利波特
705,company,201,206,华纳兄弟公司
705,game,252,256,《阿凡达》
705,address,276,281,美国夏威夷州
705,government,304,307,美国政府
705,organization,270,271,大学
705,game,349,355,《战锤40K》
705,company,315,317,THQ
705,company,322,334,GamesWorkshop
705,game,369,376,《暗黑破坏神3》
705,game,419,422,DOTA
705,organization,398,400,G联赛
705,organization,426,428,LGD
705,organization,430,431,英超
705,organization,438,440,利物浦
705,organization,442,444,切尔西
705,government,492,493,央行
705,name,508,510,火来胜
705,organization,576,579,那不勒斯
705,name,561,562,马乔
705,name,557,559,里奥多
