ID,Category,Pos_b,Pos_e,Privacy
376,game,24,28,魔兽争霸3
376,game,32,35,DotA
376,address,15,16,上海
376,organization,12,14,G联赛
376,address,44,47,地王广场
376,address,39,40,广州
376,game,101,109,《古墓丽影：传奇》
376,address,136,139,斯图加特
376,name,110,112,克罗日
376,name,129,130,托尼
376,address,152,156,松江办学点
376,address,169,173,松江大学城
376,organization,180,187,松江大学城管委会
376,scene,221,229,兰博基尼自家博物馆
376,address,237,239,金融街
376,address,243,245,cbd
376,government,256,259,人民银行
376,government,261,263,证监会
376,movie,276,281,后宫甄嬛传》
376,movie,298,302,《画皮2》
376,movie,316,321,《1942》
376,name,311,313,冯小刚
376,company,331,334,招商银行
376,company,343,348,武汉钢铁集团
376,position,326,327,记者
376,organization,375,378,费耶诺德
376,organization,381,383,莫斯科
376,organization,385,388,斯巴达克
