ID,Category,Pos_b,Pos_e,Privacy
1243,organization,14,15,曼联
1243,organization,16,17,拜仁
1243,address,32,34,老城区
1243,scene,25,27,大教堂
1243,scene,55,58,犹太会堂
1243,organization,66,69,斯巴达人
1243,organization,83,87,基辅迪纳摩
1243,organization,103,107,奥斯特拉华
1243,game,147,153,《Thief》
1243,company,124,128,Eidos
1243,company,137,141,Eidos
1243,company,129,132,蒙特利尔
1243,organization,190,196,翡翠收藏俱乐部
1243,game,199,203,《汉之云》
1243,movie,215,218,《神曲》
1243,name,231,232,但丁
1243,name,234,236,维吉尔
1243,position,229,230,诗人
1243,book,253,262,三国人物明信片设定集
1243,address,263,264,宿务
1243,scene,266,269,麦克坦岛
1243,organization,315,317,沙尔克
1243,organization,322,324,阿森纳
1243,name,335,337,李泽玲
1243,name,340,341,金融
1243,position,332,334,实习生
1243,position,338,339,记者
1243,organization,364,367,博洛尼亚
1243,organization,385,387,巴勒莫
1243,organization,402,404,巴勒莫
1243,name,369,374,米哈伊洛维奇
1243,name,408,411,诺塞里诺
1243,address,436,439,润泽悦溪
1243,address,441,444,润泽庄园
1243,name,420,421,封屹
1243,company,413,416,润泽地产
1243,company,429,432,润泽地产
1243,company,424,427,新浪乐居
1243,company,448,451,新浪乐居
1243,position,417,419,总经理
1243,name,463,464,李明
1243,position,479,483,收藏爱好者
1243,government,533,534,英军
1243,name,524,528,“卫特曼”
1243,position,522,523,车长
