ID,Category,Pos_b,Pos_e,Privacy
1578,government,7,8,央行
1578,company,36,37,招行
1578,company,22,22,工
1578,company,24,24,农
1578,company,26,26,中
1578,company,28,28,建
1578,company,39,41,深发展
1578,organization,71,74,国际米兰
1578,name,52,54,皮萨罗
1578,position,59,60,前腰
1578,company,90,95,携程国旅公司
1578,game,144,149,《半条命2》
1578,address,184,188,夏威夷水岸
1578,company,221,223,广发行
1578,company,232,234,广发行
1578,movie,270,276,《查理的战争》
1578,name,260,266,西摩尔·霍夫曼
1578,company,250,251,索尼
1578,position,281,283,男配角
1578,government,285,287,银监会
1578,book,293,309,《关于进一步规范信用卡业务的通知》
1578,movie,313,316,heat
1578,movie,335,339,《汉之云》
