ID,Category,Pos_b,Pos_e,Privacy
1986,scene,35,36,洱海
1986,scene,60,63,凡尔赛宫
1986,government,89,93,国家七部委
1986,movie,130,133,《横越》
1986,movie,141,152,《我人生中最精彩的瞬间》
1986,name,126,128,金泰均
1986,organization,153,157,罗森博格队
1986,organization,182,186,罗森博格队
1986,organization,160,164,瓦伦西亚队
1986,government,216,226,武汉市汉阳区侨务办公室
1986,name,200,202,张国荣
1986,position,227,229,副主任
1986,position,231,243,“上山下乡”领导小组负责人
1986,organization,251,254,亚特兰大
1986,organization,258,261,佛罗伦萨
1986,organization,280,281,意甲
1986,organization,284,285,意乙
1986,name,247,249,金石开
1986,address,298,300,尼罗河
