ID,Category,Pos_b,Pos_e,Privacy
528,address,1,5,九江路路口
528,position,19,20,记者
528,game,80,85,《国家崛起(
528,company,54,56,THQ
528,company,60,74,BigHugeGames工作室
528,address,90,98,蕲春县漕河镇芝麻山
528,address,109,127,蕲春县城蕲春大道、蕲阳大道交会处的东侧
528,government,165,173,民航西藏区局强基办
528,company,145,146,民航
528,position,174,175,主任
528,address,209,210,中东
528,government,192,193,美军
528,position,224,227,客户经理
528,company,263,270,江苏长江商业银行
528,game,297,306,《英雄连：勇气传说》
528,game,318,322,《英雄连》
528,company,283,287,Relic
528,company,291,293,THQ
528,address,327,330,毛里求斯
528,company,335,340,毛里求斯航空
528,organization,355,357,莫陆军
528,organization,360,362,波兹南
528,movie,367,371,古墓丽影》
528,address,399,400,北京
528,address,411,414,邢州大道
528,address,416,419,祥和大街
528,address,421,423,东华路
528,address,425,431,滨江路围合区域
