ID,Category,Pos_b,Pos_e,Privacy
1410,game,15,16,铁拳
1410,game,3,5,塞尔达
1410,game,29,32,麦克法兰
1410,game,34,38,《再生侠》
1410,name,9,10,林克
1410,name,20,23,三岛平八
1410,position,78,79,教练
1410,scene,41,43,凯恩斯
1410,organization,86,90,银行业协会
1410,organization,126,128,莫陆军
1410,organization,131,133,波兹南
1410,organization,168,170,阿森纳
1410,organization,194,196,阿森纳
1410,organization,181,182,蓝军
1410,organization,203,205,不来梅
1410,organization,208,210,法兰克
1410,organization,248,249,尤文
1410,government,262,269,美国夏威夷州政府
1410,position,276,277,学生
1410,scene,296,299,丽江古城
1410,scene,301,302,玉湖
1410,movie,350,355,《革命到底》
1410,name,359,360,陈健
1410,position,357,358,导演
