ID,Category,Pos_b,Pos_e,Privacy
2027,game,30,33,DOTA
2027,game,42,45,穿越火线
2027,game,46,56,(CrossFire)
2027,organization,59,62,奥林匹亚
2027,organization,65,67,本菲卡
2027,organization,83,85,本菲卡
2027,organization,107,109,桑德兰
2027,organization,112,114,阿森纳
2027,game,133,136,《原型》
2027,game,138,146,Prototype
2027,organization,160,169,圣帕特里克（爱尔兰）
2027,organization,173,176,柏林赫塔
2027,scene,177,179,巴厘岛
2027,scene,197,217,水神庙puraulundanubratan
2027,movie,229,232,《剑蝶》
2027,movie,248,251,梁祝（）
2027,name,219,221,马楚成
2027,name,266,267,吴尊
2027,government,269,277,印度海军南部司令部
2027,name,281,284,贾玛瓦尔
2027,position,278,280,参谋长
2027,position,285,286,少将
