ID,Category,Pos_b,Pos_e,Privacy
1250,game,19,22,《怒潮》
1250,address,35,40,莫斯科地铁站
1250,company,42,44,德银行
1250,company,57,60,雷曼兄弟
1250,game,61,64,war3
1250,scene,100,104,安阳仙台山
1250,scene,122,126,安阳羑里城
1250,scene,128,132,汤阴岳飞庙
1250,scene,134,138,殷墟博物苑
1250,company,157,168,交通银行太平洋信用卡中心
1250,position,154,155,记者
1250,game,216,221,《魔兽世界》
1250,company,192,193,暴雪
1250,company,213,214,九城
1250,position,272,276,职业经理人
1250,scene,278,283,环球金融中心
1250,name,347,350,维沙希瓦
1250,game,374,377,魔兽争霸
1250,game,395,398,魔兽争霸
