ID,Category,Pos_b,Pos_e,Privacy
1458,movie,0,6,潜水钟与蝴蝶》
1458,game,56,57,魔兽
1458,company,50,51,网易
1458,game,87,96,《模拟城市梦想之都》
1458,movie,110,116,《十天丢个郎》
1458,movie,121,138,《点爱成金》（fool‘sgold）
1458,company,103,106,华纳兄弟
1458,address,147,149,崇礼县
1458,organization,160,171,国家体育总局雪上运动中心
1458,movie,184,193,《红色警戒3：起义》
1458,game,225,226,星际
1458,address,215,216,洛阳
1458,scene,234,236,妈阁庙
1458,scene,238,242,大三巴牌坊
1458,scene,244,247,岗顶剧院
1458,scene,249,253,东望洋炮台
1458,scene,255,258,郑家大屋
1458,scene,260,265,民政总署大楼
