ID,Category,Pos_b,Pos_e,Privacy
1775,address,20,25,江西省余干县
1775,address,47,48,福州
1775,game,50,52,红楼梦
1775,game,54,60,新绝之鱼戏江湖
1775,address,68,69,宏村
1775,address,78,79,宏村
1775,address,86,87,西递
1775,address,89,90,西递
1775,address,105,106,西递
1775,government,111,116,北京市住建委
1775,government,118,125,北京市国土资源局
1775,organization,130,139,北京房地产业产业协会
1775,organization,152,157,阿斯顿维拉队
1775,organization,160,163,富勒姆队
1775,organization,167,168,英超
1775,address,191,194,黄山大门
1775,address,198,203,南大门汤口镇
1775,scene,211,212,黄山
1775,scene,216,218,云谷寺
1775,name,259,261,齐白石
1775,name,263,265,张大千
1775,movie,319,322,《洗澡》
1775,name,293,295,徐静蕾
1775,name,307,308,黄觉
1775,position,279,280,演员
1775,position,289,291,男主角
1775,game,324,327,dota
1775,position,400,403,客户经理
1775,address,428,429,通州
1775,government,416,420,北京市政府
1775,organization,454,455,英德
1775,name,447,448,姜山
