ID,Category,Pos_b,Pos_e,Privacy
112,game,0,3,DotA
112,game,9,12,《半神》
112,book,57,60,《圣经》
112,organization,64,66,埃弗顿
112,organization,97,99,埃弗顿
112,name,61,62,姜山
112,name,72,74,莫耶斯
112,position,70,71,主帅
112,movie,135,140,《您在远方》
112,position,114,115,演员
112,game,160,161,魔兽
112,address,199,201,玉双路
112,book,229,234,《今日美国》
112,book,236,239,《综艺》
112,book,241,245,《村之声》
112,address,283,284,越南
112,government,299,301,SAS
112,government,303,307,特别行动组
112,government,309,310,英军
112,government,347,349,国务院
112,address,384,385,中国
112,address,362,363,欧美
112,position,365,368,私人藏家
112,organization,405,406,维冈
112,organization,437,439,切尔西
112,name,396,398,金石开
112,address,446,449,胡佛水坝
112,government,457,458,美军
