ID,Category,Pos_b,Pos_e,Privacy
746,organization,0,1,热刺
746,address,49,51,北海道
746,address,64,67,登别温泉
746,government,91,96,中国人民银行
746,company,139,146,黄金矿业服务公司
746,company,148,151,gfms
746,position,154,156,分析师
746,government,184,185,法院
746,company,193,198,携程商务公司
746,company,220,229,华远地产北京城市公司
746,position,230,234,总经理助理
746,company,282,283,招行
746,movie,291,300,《姨妈的后现代生活》
746,name,285,287,林旭东
746,name,313,315,许鞍华
746,position,316,317,导演
746,game,331,337,《但丁的地狱》
746,company,327,328,EA
746,name,344,347,八大山人
746,name,349,351,宋徽宗
746,name,353,354,金昆
746,government,384,395,郑州市经济适用房管理中心
