ID,Category,Pos_b,Pos_e,Privacy
324,position,8,9,编辑
324,address,58,61,拉丁美洲
324,name,52,54,埃雷拉
324,government,109,115,人居环境委员会
324,organization,92,102,中国房地产及住宅研究会
324,name,89,91,张元端
324,position,105,107,副会长
324,position,116,119,主任委员
324,organization,153,156,斯托克城
324,organization,134,136,赫尔城
324,name,120,125,barmby
324,government,174,198,国家税务总局贵州省税务局贵州双龙航空港经济区税务局
324,position,199,200,科员
324,company,211,214,纽约佳士
324,address,240,241,冲绳
324,address,243,249,嘉手纳空军基地
324,government,252,255,日本军方
324,address,299,301,广州市
324,name,281,283,赵燕华
324,name,288,290,陈晓丹
324,position,279,280,记者
324,position,285,287,实习生
324,movie,340,350,《好家伙坏家伙怪家伙》
324,movie,352,356,《追击者》
324,movie,358,369,《我人生中最精彩的瞬间》
324,book,374,383,《中国古籍善本书目》
