ID,Category,Pos_b,Pos_e,Privacy
636,address,34,36,九宫山
636,book,25,28,《明史》
636,book,0,4,雪山飞狐》
636,name,8,10,李自成
636,organization,62,66,阿尔梅里亚
636,game,93,99,魔兽争霸III
636,game,104,105,CS
636,game,138,142,星际争霸2
636,organization,172,175,那不勒斯
636,organization,178,181,卡利亚里
636,game,182,186,星际争霸2
636,name,191,193,许宗衡
636,position,187,190,深圳市长
636,position,195,198,深圳政府
636,address,209,210,昆明
636,government,229,237,云南省高级人民法院
636,name,219,221,史广林
636,company,206,208,中新社
636,position,223,224,记者
636,scene,254,256,乌干达
636,address,263,264,成都
636,name,278,280,李云飞
636,address,307,308,印度
636,address,310,311,美国
636,government,333,334,陆军
