ID,Category,Pos_b,Pos_e,Privacy
693,movie,20,28,《米莉演唱会纪实》
693,organization,80,82,不勒斯
693,organization,90,94,山东省联社
693,name,98,99,宋文
693,company,110,115,农村商业银行
693,position,95,97,理事长
693,book,139,152,《Cosmopolitan》
693,book,131,136,Vogue》
693,position,164,165,模特
693,book,171,172,早报
693,name,175,177,李凌静
693,name,180,181,肖潇
693,position,173,174,记者
693,position,178,179,摄影
693,game,205,210,《VS三国》
693,government,223,245,住房和城乡建设部政策研究中心住宅与房地产研究处
693,name,248,250,赵路兴
693,position,246,247,处长
693,organization,263,264,莱切
693,name,314,317,余音绕梁
693,address,368,370,英格兰
693,name,334,336,迪亚比
693,name,338,340,纳斯里
