ID,Category,Pos_b,Pos_e,Privacy
2270,game,0,4,《汉之云》
2270,company,19,22,广林汽修
2270,address,60,62,热那亚
2270,organization,68,69,米兰
2270,name,53,54,姜山
2270,government,75,76,俄军
2270,organization,101,102,足彩
2270,organization,109,111,巴勒莫
2270,organization,116,117,米兰
2270,name,99,100,张路
2270,game,121,131,《水之旋律2绯之记忆》
2270,position,147,148,声优
2270,address,164,165,浏阳
2270,organization,188,189,央视
2270,position,221,223,摄影师
2270,game,274,275,魔兽
2270,address,269,270,欧洲
2270,government,288,290,派出所
2270,name,277,279,李云飞
2270,position,309,310,警方
