ID,Category,Pos_b,Pos_e,Privacy
829,address,21,22,上海
829,address,32,33,北京
829,name,36,38,齐白石
829,movie,49,54,《全民超人》
829,position,46,48,状元郎
829,address,132,134,多瑙河
829,scene,93,99,卡莱梅格丹城堡
829,address,138,141,远洋一方
829,position,150,151,记者
829,organization,186,188,阿森纳
829,organization,197,198,欧冠
829,organization,205,207,波尔图
829,name,181,182,姜山
829,name,211,213,纳斯里
829,name,215,215,宋
829,organization,250,255,加欧留学中心
829,name,242,243,孙楠
829,name,258,260,刘诗民
829,position,220,222,主持人
829,position,244,245,总监
829,position,256,257,总监
829,address,292,293,罗马
829,name,271,276,马里恩·图尔
829,position,269,270,馆长
829,scene,265,267,博物馆
829,name,310,312,伯南克
829,organization,348,350,国家队
829,name,357,361,波多尔斯基
