ID,Category,Pos_b,Pos_e,Privacy
348,game,3,7,跑跑卡丁车
348,organization,0,1,KR
348,organization,16,23,华义SPIDER
348,name,32,34,卢子贤
348,name,25,26,草爷
348,name,28,30,Yue
348,name,39,40,国王
348,movie,45,48,深夜食堂
348,organization,117,129,中国政法大学民商经济法学院
348,book,105,109,《合同法》
348,name,132,134,李显冬
348,position,130,131,教授
348,name,144,145,胡弘
348,name,154,155,易辉
348,company,149,153,天鹅堡项目
348,position,146,147,大师
348,position,156,158,总经理
348,scene,188,189,岘港
348,game,205,215,《轩辕剑外传·汉之云》
348,name,223,225,胡玉慧
348,name,226,228,魏玉卿
348,name,229,230,朱凯
348,position,221,222,记者
348,game,232,235,DOTA
348,name,244,245,海涛
348,company,240,242,新宽联
348,address,262,270,伊拉克和阿富汗战场
348,government,259,260,美军
