ID,Category,Pos_b,Pos_e,Privacy
1763,company,2,11,外资法人银行上海支行
1763,company,18,20,外资行
1763,company,30,35,上海市外资行
1763,position,12,13,行长
1763,organization,50,55,巴黎圣日耳曼
1763,organization,58,62,桑坦德竞技
1763,organization,64,69,奥林匹亚科斯
1763,organization,72,74,本菲卡
1763,organization,76,82,贝尔格莱德游击
1763,organization,85,88,标准列日
1763,address,112,120,时石景山ECL场馆
1763,organization,150,153,国际米兰
1763,organization,157,159,拉齐奥
1763,company,195,198,渣打银行
1763,company,205,209,stone
1763,company,182,188,某两家基金公司
1763,game,212,215,WAR3
1763,game,231,234,WAR3
1763,movie,244,247,《闪灵》
1763,movie,249,258,theshining
1763,name,265,272,斯坦利-库布里克
1763,name,274,287,stanleykubrick
1763,organization,305,308,英德球队
1763,name,290,292,金石开
1763,government,330,336,工业和信息化部
1763,government,373,376,审计部门
1763,address,388,391,润泽公馆
1763,position,378,380,主持人
1763,government,425,430,国家体彩中心
1763,name,434,436,于建勇
1763,name,451,453,于建勇
1763,position,431,433,副主任
1763,position,438,439,领导
1763,company,461,464,普益财富
1763,position,467,468,专家
1763,organization,490,491,拜仁
1763,organization,518,519,拜仁
