ID,Category,Pos_b,Pos_e,Privacy
1810,organization,3,4,汉堡
1810,organization,16,18,汉诺威
1810,name,0,1,姜山
1810,book,61,69,《莫斯科防务简讯》
1810,book,71,83,moscowdefence
1810,name,40,52,andtechnology
1810,movie,120,125,《危险关系》
1810,company,84,87,中博传媒
1810,company,108,111,中博传媒
1810,company,89,95,新加坡家乐电影
1810,organization,138,139,维冈
1810,organization,141,142,米堡
1810,name,126,128,金石开
1810,name,158,161,索斯盖特
1810,name,195,198,热奥瓦尼
1810,name,200,201,马龙
1810,name,211,213,周东权
1810,company,203,206,乐成中心
1810,position,208,210,ceo
1810,address,216,217,福州
1810,company,228,231,浦发银行
1810,position,223,224,记者
1810,government,283,286,广州中院
1810,address,331,339,布莱克本埃伍德公园
1810,organization,315,318,布莱克本
1810,name,324,326,莫耶斯
1810,address,371,375,房山长阳镇
1810,government,357,365,市土地整理储备中心
1810,name,354,355,马力
1810,position,352,353,记者
1810,book,438,444,坎贝尔浓汤罐头
1810,book,403,416,“大坎贝尔浓汤罐头”（蔬菜）
1810,name,396,398,沃霍尔
1810,name,429,431,沃霍尔
1810,name,418,419,波普
1810,name,453,455,李济舟
1810,position,451,452,刑警
