ID,Category,Pos_b,Pos_e,Privacy
1268,address,2,7,潮白河别墅区
1268,address,15,17,富力湾
1268,address,36,38,潮白河
1268,book,71,75,“应物兄”
1268,position,54,55,作家
1268,organization,87,89,西布朗
1268,organization,110,112,西布朗
1268,game,137,139,幻三4
1268,game,141,143,三国Ⅶ
1268,address,167,168,北京
1268,book,157,158,每经
1268,name,163,164,由曦
1268,position,159,162,实习记者
1268,government,171,174,省银监局
1268,government,176,178,财专办
1268,government,195,205,省、市银邮自律稽查大队
1268,government,226,230,阿拉伯联军
1268,government,244,247,胡塞武装
1268,game,259,264,《doom》
1268,game,268,280,《quake》（雷神之锤）
1268,game,318,321,dota
1268,organization,312,316,IG俱乐部
1268,address,328,346,上海光大会展中心（上海市漕宝路88号）
1268,company,353,354,宝钢
1268,book,393,396,证券时报
1268,name,399,401,黄兆隆
1268,position,397,398,记者
1268,game,416,421,《逍遥传说》
1268,address,454,469,重庆市渝中区大坪新城大厦入户大门
1268,position,451,452,记者
1268,position,481,482,业主
1268,address,492,495,金贸中心
1268,address,532,535,金贸中心
