ID,Category,Pos_b,Pos_e,Privacy
1956,name,1,3,吴冠中
1956,name,5,6,石齐
1956,game,81,87,《夺宝冒险王》
1956,company,56,59,寰宇之星
1956,organization,98,99,尤文
1956,organization,104,106,马拉加
1956,name,89,91,陆慧明
1956,scene,123,125,九仙桥
1956,name,141,142,张剑
1956,company,134,137,汇石投资
1956,position,138,140,合伙人
1956,movie,152,155,《斗茶》
1956,name,146,148,周渝民
1956,name,149,151,张钧宁
1956,book,195,201,《教学本体论》
1956,book,203,213,《教学发展的时代走向》
1956,position,164,165,教师
1956,position,176,177,主编
1956,organization,227,228,桑普
1956,game,261,265,DotA1
1956,government,303,305,金管会
1956,address,329,337,贾斯伯公园冰原大道
1956,scene,342,354,弓峰山谷bowsummit
1956,government,365,368,民政部门
