ID,Category,Pos_b,Pos_e,Privacy
2262,government,9,13,国家邮政局
2262,company,20,27,中国邮政集团公司
2262,address,57,58,广州
2262,company,52,55,深圳总行
2262,company,60,65,招行广州分行
2262,government,93,106,美国证券交易委员会(SEC)
2262,movie,127,131,《色，戒》
2262,name,142,143,李安
2262,position,150,151,导演
2262,position,168,169,导演
2262,address,205,215,玄武湖公园翠洲环湖小路
2262,address,258,259,埃及
2262,book,220,225,《天方夜谭》
2262,government,261,270,公安部经济犯罪侦查局
2262,book,279,284,《法制日报》
2262,name,274,275,张涛
2262,position,271,273,副局长
2262,position,285,286,记者
2262,name,304,309,丹尼斯·霍珀
2262,position,302,303,演员
2262,position,311,312,藏家
