ID,Category,Pos_b,Pos_e,Privacy
374,address,4,6,好莱坞
374,name,24,31,angelina
374,scene,35,37,鳄鱼岛
374,movie,94,103,《焦点导演：邱礼涛》
374,name,115,117,李焯桃
374,position,111,114,艺术总监
374,scene,124,127,希利尔湖
374,scene,151,155,洛切切群岛
374,scene,158,160,伍迪岛
374,organization,162,169,西南财经大学信托
374,organization,171,175,理财研究所
374,game,221,227,《dirt2》
374,game,235,243,《极品飞车：变速》
374,address,284,287,购物中心
374,scene,271,274,皇家园林
374,game,322,325,王者荣耀
374,organization,345,347,拉齐奥
374,company,331,334,博彩公司
374,company,359,366,江苏长江商业银行
374,company,371,379,江苏长江城市信用社
374,name,402,404,李晨洋
374,company,421,424,香港银行
